finding_id,company,ticker,sector,source_ids,finding_name,finding_type,evidence_quotation_or_summary,page_or_section,employee_training,responsible_ai_framework,human_involvement_discussed,privacy_discussed,accuracy_or_hallucination_discussed,environmental_limitation_discussed,reason_excluded_from_operational_count,coded_by,coded_date,notes
NWG-GOV-015,NatWest Group,NWG,Banks,NWG-002,Safeguards and responsible use (p.103),document_level_governance_discussion,"iews on executive remuneration and the wider workforce, the new performance management approach Beyond, evolving our purpose, and responsible AI. The CAP Chair reported to the Board on those discussions in June and December and followed up with Panel members post-Board, ensuring a co",p.103,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging NWG-GOV-015 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure.
NWG-GOV-016,NatWest Group,NWG,Banks,NWG-002,Ai governance framework (p.274),document_level_governance_discussion,ures which provide comprehensive coverage of the key operational risks. - The introduction of an effective and well-defined approach to leverage artificial intelligence to enhance controls articulation and manage controls data quality on an ongoing basis. GovernanceGovernance The risk governance arrangements in,p.274,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging NWG-GOV-016 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure.
NWG-GOV-017,NatWest Group,NWG,Banks,NWG-002,Ai governance framework (p.275),document_level_governance_discussion,sures which provide comprehensive coverage of the key operational risks. - The introduction of an effective and well-defined approach to leverage artificial intelligence to enhance controls articulation and manage controls data quality on an ongoing basis. G Go ov ve er rn na an nc ce e The risk governance arrangem,p.275,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging NWG-GOV-017 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure.
NWG-GOV-018,NatWest Group,NWG,Banks,NWG-002,Ai governance framework (p.426),document_level_governance_discussion,"minimum wage), modern slavery, accessible banking and financial inclusion, financial crime, data privacy breaches, innovation, digitalisation and AI, and lack of support for the vulnerable; and (ii) governance-related risks (including board diversity, ethical corporate culture, executive compen",p.426,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging NWG-GOV-018 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure.
NWG-GOV-019,NatWest Group,NWG,Banks,NWG-003,Ai governance framework (not_applicable),document_level_governance_discussion,"as providing any specific advice, or used by consumers to make financial decision. Terms and conditions apply to any products or services mentioned. AI & Data NatWest Group Technology Feature 2025 Related stories All stories & press releases Quick links Leadership & governance Bank of APIs",not_applicable,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging NWG-GOV-019 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure.
SSE-GOV-001,SSE plc,SSE,Electrical utilities & independent power producers,SSE-002,Ai governance framework (p.11),document_level_governance_discussion,"rogress of NZAP Plus investments; strategic direction and opportunities at home and abroad; the policy environment, and the impact of innovation, AI and cyber risk on our plans. Good governance benefits from fresh perspectives and I was pleased to welcome two new Board members, Maarten Wetsela",p.11,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging SSE-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure.
SSE-GOV-002,SSE plc,SSE,Electrical utilities & independent power producers,SSE-003,Safeguards and responsible use (not_applicable),document_level_governance_discussion,"global data regulations and built on enterprise-grade network infrastructure. Furthermore, as these solutions are built using Microsoft’s Responsible AI Standard, SSE can rest-assured that Nero’s responses are inclusive, bias-free and that data is kept secure. To ensure alignment with its specific se",not_applicable,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging SSE-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure.
AUTO-GOV-001,Auto Trader Group,AUTO,Media,AUTO-001,Ai governance framework (p.34),document_level_governance_discussion,"t 9 Health, safety and wellbeing 10 Workplace culture and employee engagement 11 Government affairs and lobbying OUR GOVERNANCE & COMPLIANCE 12 Artificial intelligence in the digital workplace 13 Artificial intelligence in products 14 Data privacy 15 Digital infrastructure and cyber security 16 Ethics, integrit",p.34,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AUTO-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (Board LLM risk oversight).
AUTO-GOV-002,Auto Trader Group,AUTO,Media,AUTO-001,Ai governance framework (p.91),document_level_governance_discussion,ty penetration testing; employee relations and grievance processes; corporate governance reform; FCA compliance; counter-fraud and financial crime; artificial intelligence; and third-party risk management. Key risks and controls are documented in a Group risk register with ALT members designated as risk owners. The pr,p.91,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AUTO-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (Board LLM risk oversight).
AUTO-GOV-003,Auto Trader Group,AUTO,Media,AUTO-002,Ai governance framework (p.29),document_level_governance_discussion,ensuring the automotive industry is gender balanced and that it is an inclusive place for all who work in it. • Guidance and policy over the use of AI. • Implementation of NIST across all subsidiary companies. • Continuing to assess the requirements of the Corporate Governance Code around the effe,p.29,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AUTO-GOV-003 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (Board LLM risk oversight).
AAL-GOV-001,Anglo American plc,AAL,Mining,AAL-001,Ai governance framework (p.30),document_level_governance_discussion,"ine robotics (e.g. drones, quadrupeds) remains a key focus area to deliver value and further enable safe and stable production at our operations. AI governance Like any new technology, AI comes with risks and benefits. That is why we have established the AI Centre of Excellence and Information",p.30,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AAL-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Centre of Excellence) for a company with confirmed genuine generative-AI use elsewhere in this report (see AAL-STR-002).
AAL-GOV-002,Anglo American plc,AAL,Mining,AAL-001,Ai governance framework (p.33),document_level_governance_discussion,"haping our approach to work and new technology investments. To navigate these complexities, we have established clear governance, supported by our AI Centre of Excellence (AI CoE) and information management (IM) teams, focused on AI governance, risk management and learning programmes to ensure",p.33,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AAL-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Centre of Excellence) for a company with confirmed genuine generative-AI use elsewhere in this report (see AAL-STR-002).
AAL-GOV-003,Anglo American plc,AAL,Mining,AAL-001,Safeguards and responsible use (p.33),document_level_governance_discussion,"ibly across Anglo American. Pictured: Jon Downing, manager, data science. Artificial Intelligence Centre of Excellence drives safe and responsible AI adoption",p.33,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AAL-GOV-003 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Centre of Excellence) for a company with confirmed genuine generative-AI use elsewhere in this report (see AAL-STR-002).
AAL-GOV-004,Anglo American plc,AAL,Mining,AAL-001,Ai governance framework (p.219),document_level_governance_discussion,"xpectations, or requests from management or the Board to complement internal sources of assurance. The Anglo American Risk and Assurance Governance (RAG) Model reflects this approach. In 2025, assurance mapping was used to identify activities performed for Group principal risks and to develop the c",p.219,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AAL-GOV-004 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Centre of Excellence) for a company with confirmed genuine generative-AI use elsewhere in this report (see AAL-STR-002).
AAL-GOV-005,Anglo American plc,AAL,Mining,AAL-002,Ai governance framework (p.31),document_level_governance_discussion,"r value and further enable safe and stable production at our operations. Artificial Intelligence Centre of Excellence – focused on AI governance, AI risk management and learning programmes to ensure our use of AI is responsible and value-accretive. Anglo American plc Integrated Annual Report",p.31,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AAL-GOV-005 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Centre of Excellence) for a company with confirmed genuine generative-AI use elsewhere in this report (see AAL-STR-002).
AAL-GOV-006,Anglo American plc,AAL,Mining,AAL-002,Ai governance framework (p.185),document_level_governance_discussion,"In addition, there were in-depth discussions on ad hoc topics as requested by the Audit Committee; for example marketing, cyber risk and control, artificial intelligence technology risk, marketing governance and compliance, dividend policy, pensions funding and exposures, and sustainability reporting governance and",p.185,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AAL-GOV-006 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Centre of Excellence) for a company with confirmed genuine generative-AI use elsewhere in this report (see AAL-STR-002).
AAL-GOV-007,Anglo American plc,AAL,Mining,AAL-002,Ai governance framework (p.192),document_level_governance_discussion,om management or the Board to complement internal sources of assurance. The above is reflected in the Anglo American Risk and Assurance Governance (RAG) Model and work has continued in 2024 together with the respective functions and operations to embed this further. The combined assurance calendar,p.192,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging AAL-GOV-007 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Centre of Excellence) for a company with confirmed genuine generative-AI use elsewhere in this report (see AAL-STR-002).
CTEC-GOV-001,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Ai governance framework (p.39),document_level_governance_discussion,"y and data protection is embedded in our core values and operational practices. We describe our approach to data privacy, artificial intelligence (AI) and cybersecurity on page 45. 37Convatec Annual Report and Accounts 2025 Strategic report Governance Financial statements Additional information",p.39,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-002,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Ai governance framework (p.47),document_level_governance_discussion,"otection authorities. We received 10 data subject access requests. For further information on our legal, compliance and privacy risk, see page 71. AI Convatec continues to strengthen our principles‑based AI governance framework that prioritises responsible risk management for our patients, cust",p.47,no,yes,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-003,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Safeguards and responsible use (p.47),document_level_governance_discussion,"chnologies. In 2025, internal audit assessed the effectiveness of our Responsible AI Programme, all of our digitally enabled colleagues completed AI literacy training and over 1,000 colleagues have access to and regularly use AI productivity tools. Use of animals in research At Convatec, we seek",p.47,yes,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-003 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-004,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Ai governance framework (p.87),document_level_governance_discussion,"s to drive innovation, enhance productivity and improve efficiency within the business. Following Board endorsement, Convatec has advanced FISBE’s AI capabilities by: – Establishing dedicated AI governance structures, including an AI Working Group and Steering Group, to ensure responsible adopti",p.87,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-004 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-005,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Ai governance framework (p.96),document_level_governance_discussion,"ons – Oversee the external auditor transition and performance – Monitor risks related to cyber security, digital, use of artificial intelligence (AI) and its governance, and data privacy and management – Monitor the readiness for the Board declaration and disclosure in the 2026 Annual Report",p.96,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-005 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-006,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Ai governance framework (p.97),document_level_governance_discussion,"ons – Oversee the external auditor transition and performance – Monitor risks related to cyber security, digital, use of artificial intelligence (AI) and its governance, and data privacy and management – Monitor the readiness for the Board declaration and disclosure in the 2026 Annual Report",p.97,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-006 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-007,Convatec,CTEC,Health care equipment & supplies,CTEC-002,Ai governance framework (p.20),document_level_governance_discussion,"itutional shareholders on governance, covering matters such as risk, employee engagement, remuneration, board composition and oversight, cyber and AI – The Board receives analysts’ notes published about the Group and the sector and receives regular updates on investor relations matters (IR) –",p.20,no,no,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-007 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-008,Convatec,CTEC,Health care equipment & supplies,CTEC-002,Ai governance framework (p.23),document_level_governance_discussion,"our strategic objectives and core values and appropriate safeguards are implemented consistently. The ARC oversees governance and risk related to AI. We are embracing opportunities of well-managed AI technologies, in areas like language translations, workplace productivity tools and marketing",p.23,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-008 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-009,Convatec,CTEC,Health care equipment & supplies,CTEC-002,Ai governance framework (p.25),document_level_governance_discussion,"ment – Simplifying global payroll offering: Strengthened payroll compliance, efficiency and consistency, governance and insight through improved automation – Refreshing our HR operating model: Bringing together our HR people partners, Centres of Excellence, HR Service Delivery, as well as our Global",p.25,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-009 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-010,Convatec,CTEC,Health care equipment & supplies,CTEC-002,Ai governance framework (p.44),document_level_governance_discussion,"and an update by external advisers on governance and regulatory changes, including relating to audit and corporate governance reform, ESG and AI – Approval: Vitality metric calculation and governance – Approval: Capital expenditure to support operations automation, plant network optimisa",p.44,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-010 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
CTEC-GOV-011,Convatec,CTEC,Health care equipment & supplies,CTEC-002,Ai governance framework (p.53),document_level_governance_discussion,"and UK transition plan requirements; people matters, including remuneration and diversity; the new corporate failure to prevent fraud offence and AI governance. The Board also received updates and training from the Group’s senior management and external advisers covering a range of topics. We",p.53,yes,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging CTEC-GOV-011 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Working Group/Steering Group, FISBE AI capabilities oversight)."
BNZL-GOV-001,Bunzl,BNZL,Support services,BNZL-001,Ai governance framework (p.105),document_level_governance_discussion,"mmittee is confident that the Board will be well positioned to make the required declaration under Provision 29 when it becomes applicable. CYBER: AI GOVERNANCE As part of the Committee’s ongoing prioritisation of cyber and information security, it also oversaw Bunzl’s approach to AI during 2025.",p.105,no,no,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging BNZL-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: REVIEW: genuine, if thin, generative-AI-relevant governance disclosure -- 'The Company's AI policy defines acceptable use and governs the use of company, supplier, and customer data within external Generative AI tools', confirming employees do use some external GenAI tools, though no specific tool is named and no discrete task/deployment-stage evidence is given, so correctly excluded from the operational count."
ENT-GOV-001,Entain,ENT,Travel & leisure,ENT-001,Ai governance framework (p.19),document_level_governance_discussion,"nued progress in embedding a strong ethical and compliance culture. We appointed a new Chief Technology and Information Officer and established an AI Governance Committee to ensure responsible use of artificial intelligence, alongside robust cybersecurity and data privacy oversight. 4 Create an",p.19,no,yes,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging ENT-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Governance Committee, AI Governance Hub, SAFE AI principles)."
ENT-GOV-002,Entain,ENT,Travel & leisure,ENT-001,Ai governance framework (p.28),document_level_governance_discussion,ies (commercial) Key enablers (operational) Goal Organic Growth Grow presence and leadership in markets People and Culture Product and Technology AI Enablement Governance Deliver significant shareholder value Margin Expansion Drive expansion through scale and operational leverage Cash Gene,p.28,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging ENT-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Governance Committee, AI Governance Hub, SAFE AI principles)."
ENT-GOV-003,Entain,ENT,Travel & leisure,ENT-001,Ai governance framework (p.30),document_level_governance_discussion,". Governance 167. Financial Statements Determination at Play 28 Entain plc Annual Report 2025 As consumer expectations shift towards conversational, AI-powered experiences, Sportingbet Brazil identified a huge opportunity to reimagine how customers discover betting opportunities – particularly for",p.30,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging ENT-GOV-003 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Governance Committee, AI Governance Hub, SAFE AI principles)."
ENT-GOV-004,Entain,ENT,Travel & leisure,ENT-001,Safeguards and responsible use (p.30),document_level_governance_discussion,"In the Americas & Southern Europe (ASE) region, we’ve adopted a deliberate strategy of piloting responsible AI initiatives quickly, learning through real-world experimentation, and scaling successful solutions to other markets. SportingBOT exemplifies this",p.30,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,"Promoted from staging ENT-GOV-004 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Governance Committee, AI Governance Hub, SAFE AI principles)."
