finding_id,company,ticker,sector,source_id,item_name,evidence_quotation,page_or_section,rejection_category,reason_rejected,coded_by,coded_date,notes
RR-REJ-023,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,"Vague, unqualified 'AI' reference (p.113)","e delivery of the sustainability strategy. The Committee are keen to learn more in respect of the technology agenda in 2025, including digital and AI, and how these impact the future of our technologies. We will continue to visit sites to ensure we can see at first-hand the progress being made.",p.113,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-026 (reviewer_decision=accept).
RR-REJ-024,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,"Vague, unqualified 'AI' reference (p.226)",AGM annual general meeting AI artificial intelligence APAC Asia-Pacific APM alternative performance measure Articles Articles of Association of Rolls-Royce Holdings plc AUKUS Aust,p.226,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-027 (reviewer_decision=accept).
RR-REJ-025,Rolls-Royce Holdings,RR,Aerospace & defence,RR-004,Ordinary automation tool/process (not_applicable),"tacks such as Microsoft Azure Databricks, Unity Catalog, and high-powered GPUs, engineers can explore a broader range of design parameters in hours. AI-powered automation speeds up component selection and assembly, reducing manual effort and accelerating production. These advancements enable smaller,",not_applicable,ordinary_automation_not_genai,"Correctly rejected as 'ordinary_automation' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-029 (reviewer_decision=accept).
RIO-REJ-001,Rio Tinto,RIO,Mining,RIO-001,"Vague, unqualified 'AI' reference (p.92)","lude regulatory uncertainty and implementation of AI systems, which could impact compliance obligations or result in loss of sensitive information. Generative AI is a fast-moving and evolving technology where vendors often prioritise feature release over security. As a result, increased use of AI also comes",p.92,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Generic risk-factor/opportunity boilerplate from the Annual Report's principal-risks section -- no concrete Rio Tinto task, user group or deployment described. Not connected to RIO-OP-001 (different document, different context; no corroboration relationship).",human,2026-07-20,Promoted from staging RIO-REJ-004 (reviewer_decision=accept).
NG-REJ-001,National Grid plc,NG,Multiline utilities,NG-002,"Vague, unqualified 'AI' reference (p.15)","shift in the technology landscape, impacting both energy supply and demand. The most significant change has been the rapid rise of generative and agentic AI, and the associated impact on data centre development. Impact on our industry • The rise of AI and associated data centre infrastructure is likely",p.15,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Describes generative/agentic AI as an industry-wide energy-demand trend and National Grid Partners' (VC arm) general AI-startup investments -- no concrete National Grid task, user group or deployment described.",human,2026-07-20,Promoted from staging NG-REJ-027 (reviewer_decision=accept).
NG-REJ-002,National Grid plc,NG,Multiline utilities,NG-002,"Vague, unqualified 'AI' reference (p.73)","of potential political (including regulatory and legal mechanisms), technological or societal trends. For example, the recent boom in interest in generative AI has generated forecasts of significantly increased electric load growth. The uncertainty about the extent of efficiency improvements limits our abi",p.73,general_ai_not_genai,REVIEW: confirmed correctly rejected. Generic commentary on generative AI's macro impact on electricity demand forecasts -- no National Grid task or deployment described.,human,2026-07-20,Promoted from staging NG-REJ-031 (reviewer_decision=accept).
NG-REJ-003,National Grid plc,NG,Multiline utilities,NG-002,"Vague, unqualified 'AI' reference (p.111)","ort to the Board. • July 2024 – Connections • August 2024 – Environmental provisions • September 2024 – US Transmission networks • January 2025 – Generative AI • January 2025 – Remuneration Policy review, including financial performance measures and the Company’s Annual Performance Plan (APP) and Long-Ter",p.111,general_ai_not_genai,"REVIEW: confirmed correctly rejected. A single board-meeting agenda-item reference ('January 2025 - Generative AI') with no detail on what was discussed, decided, or deployed -- insufficient to code as governance or operational evidence.",human,2026-07-20,Promoted from staging NG-REJ-035 (reviewer_decision=accept).
NG-REJ-004,National Grid plc,NG,Multiline utilities,NG-002,Ordinary automation tool/process (p.132),"e functions, successfully converting all six million customers to a single platform • Undertook efforts to leverage the transformational potential of generative AI • Through NGV, maintained commitment to invest in technologies which will increase the automation and efficiency of grid operations Invest in Talent",p.132,ordinary_automation_not_genai,"REVIEW: confirmed correctly rejected. Vague strategic-ambition language ('undertook efforts to leverage the transformational potential of generative AI') paired with general automation commentary -- no concrete task, user group or deployment described.",human,2026-07-20,Promoted from staging NG-REJ-036 (reviewer_decision=accept).
VOD-REJ-001,Vodafone Group,VOD,Mobile telecommunications,VOD-001,"Vague, unqualified 'AI' reference (p.17)","ee surveys, including onboarding and exit surveys. What were the key topics raised? – Changes to our commercial portfolio. – Company strategy. – Generative AI. – Results of employee listening and Spirit Beat survey. – Hybrid working. – Ownership and active engagement around safety, health and wellbeing,",p.17,general_ai_not_genai,REVIEW: confirmed correctly rejected. Vague strategic-context/employee-survey references to 'Generative AI' and 'GenAI' as topics/training themes -- no concrete task or deployment described beyond the Copilot rollout already captured in VOD-OP-002.,human,2026-07-20,Promoted from staging VOD-REJ-004 (reviewer_decision=accept).
VOD-REJ-002,Vodafone Group,VOD,Mobile telecommunications,VOD-001,"Vague, unqualified 'AI' reference (p.21)","ate the delivery of our strategy: ‘Customer Experience’, ‘Operational Intensity’, ‘Business to Business’ (‘B2B’), ‘Commercial P&L Ownership’, and ‘AI/GenAI’. In September we refreshed our global Employee Value Proposition (‘EVP’) formed of four principles, underpinned by the Spirit of Vodafone and realig",p.21,general_ai_not_genai,REVIEW: confirmed correctly rejected. 'AI/GenAI' listed only as a strategic-pillar label with no task or deployment description.,human,2026-07-20,Promoted from staging VOD-REJ-006 (reviewer_decision=accept).
VOD-REJ-003,Vodafone Group,VOD,Mobile telecommunications,VOD-001,"Vague, unqualified 'AI' reference (p.73)","ich will bring new services, devices and TV experiences to millions of our customers across Europe and Africa, supported by Google Cloud and Google’s Gemini models. In October 2024, in accordance with the strategic partnership agreement, Accenture invested into our shared operations business, which will a",p.73,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Describes a Google Cloud/Gemini partnership for future consumer devices/TV experiences -- a strategic partnership announcement, not a described concrete task or live deployment.",human,2026-07-20,Promoted from staging VOD-REJ-016 (reviewer_decision=accept).
VOD-REJ-004,Vodafone Group,VOD,Mobile telecommunications,VOD-001,"Vague, unqualified 'AI' reference (p.74)","consultative committees across our European and African markets. Key discussion topics included changes to our commercial portfolio; M&A activities; GenAI developments; people engagement; and, hybrid working. The 2024 Annual General Meeting (‘AGM’) was held at Vodafone UK’s headquarters in Newbury, Berk",p.74,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Vague reference, no concrete task described.",human,2026-07-20,Promoted from staging VOD-REJ-017 (reviewer_decision=accept).
VOD-REJ-005,Vodafone Group,VOD,Mobile telecommunications,VOD-001,"Vague, unqualified 'AI' reference (p.83)","oard member. Through these channels we understand that our people are engaged and interested in: changes to our commercial portfolio, M&A activities, GenAI developments; people engagement, and hybrid working. Employee Listening We have increased the opportunities for employees to share their experiences",p.83,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Vague reference, no concrete task described.",human,2026-07-20,Promoted from staging VOD-REJ-018 (reviewer_decision=accept).
VOD-REJ-006,Vodafone Group,VOD,Mobile telecommunications,VOD-001,"Vague, unqualified 'AI' reference (p.84)","on will bring new services, devices, and TV experiences to millions of our customers across Europe and Africa, supported by Google Cloud and Google’s Gemini models. The Board supported the extension and in October 2024, the Company announced the 10-year partnership. The agreement will bring storage, secur",p.84,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Describes the Google Cloud/Gemini partnership bringing 'storage, security and AI assistance' to customers -- a partnership/strategy announcement, not a concrete described task or deployment.",human,2026-07-20,Promoted from staging VOD-REJ-019 (reviewer_decision=accept).
VOD-REJ-007,Vodafone Group,VOD,Mobile telecommunications,VOD-001,"Vague, unqualified 'AI' reference (p.85)","ugh the eyes of the customer and had the opportunity to meet with front-line store employees. Artificial intelligence The Board received an update on GenAI at its September strategy session. The initial priority areas for GenAI applications have focused on customer experience, productivity and efficiency",p.85,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Vague reference, no concrete task described.",human,2026-07-20,Promoted from staging VOD-REJ-020 (reviewer_decision=accept).
LGEN-REJ-001,Legal & General,LGEN,Life insurance,LGEN-001,Ordinary automation tool/process (p.48),"nts remains apprised of the AI landscape across all our jurisdictions. We have been actively engaged in numerous consultations in relation to AI and generative AI, including the FCA’s recent 'Mills Review'. Outlook We continue to invest in automation and AI to enhance operational efficiency and deliver bette",p.48,ordinary_automation_not_genai,"REVIEW: confirmed correctly rejected. Ordinary-automation framing, no concrete generative-AI task described.",human,2026-07-20,Promoted from staging LGEN-REJ-007 (reviewer_decision=accept).
LGEN-REJ-002,Legal & General,LGEN,Life insurance,LGEN-002,Ordinary automation tool/process (p.30),"it quicker, simpler and more personal to deal with us. We already deploy significant automation through straight-through processing in protection, GenAI Chatbots and our At Retirement digital guides and see further opportunities in this area in future years. 1. Retail comprises of Retail Retiremen",p.30,ordinary_automation_not_genai,"REVIEW: confirmed correctly rejected. Ordinary-automation framing, no concrete generative-AI task described.",human,2026-07-20,Promoted from staging LGEN-REJ-017 (reviewer_decision=accept).
LGEN-REJ-003,Legal & General,LGEN,Life insurance,LGEN-002,"Vague, unqualified 'AI' reference (p.55)",We continuously monitor the factors that may impact the markets in which we operate. We have responded to the rapid advancement and accessibility of generative AI (GenAI) capabilities from third parties by launching a central AI Accelerator programme. This initiative brings together colleagues across the Grou,p.55,general_ai_not_genai,REVIEW: confirmed correctly rejected. Vague general-AI/GenAI reference with no concrete task described.,human,2026-07-20,Promoted from staging LGEN-REJ-020 (reviewer_decision=accept).
LGEN-REJ-004,Legal & General,LGEN,Life insurance,LGEN-002,"Vague, unqualified 'AI' reference (p.81)","continued to provide oversight of technology-related major change programmes throughout the year. Significant progress has been made on the use of GenAI across the Group, and throughout the year there has been positive collaboration between divisions on the use cases being developed. Further work i",p.81,general_ai_not_genai,REVIEW: confirmed correctly rejected. Vague general-AI/GenAI reference with no concrete task described.,human,2026-07-20,Promoted from staging LGEN-REJ-021 (reviewer_decision=accept).
RKT-REJ-001,Reckitt,RKT,Household goods & home construction,RKT-001,"Vague, unqualified 'AI' reference (p.9)","nd hygiene company FOUNDATION Our core differentiators We create and build Powerbrands… Our distinctive culture, people and Powerbrands are the bedrock of our sustained success. Accountability and a relentless focus on delivery, coupled with a sharp Core Reckitt portfolio and clear value creatio",p.9,general_ai_not_genai,"REVIEW: confirmed correctly rejected -- extraction-adjacent false positive: 'bedrock' used metaphorically ('bedrock of our sustained success'), not Amazon Bedrock or any generative-AI product.",human,2026-07-20,Promoted from staging RKT-REJ-005 (reviewer_decision=accept).
GSK-REJ-001,GSK plc,GSK,Pharmaceuticals & biotechnology,GSK-001,"Vague, unqualified 'AI' reference (p.34)","iology, enhancing our potential to prevent and change the course of disease. Data technology We use advanced data assets, digital capabilities and generative AI (GenAI) to gain deeper insights into patients, human biology and disease mechanisms. Our teams use our diverse, deep and proprietary data sources t",p.34,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Broad R&D-technology-integration statement ('integration of GenAI and agentic AI into our discovery process significantly enhances our ability...') -- no single concrete task/tool identified; the named platform ('Oligopolis') is described as 'AI-powered', not specifically generative-AI-powered. Strategy-level language, not a discrete operational use case.",human,2026-07-20,Promoted from staging GSK-REJ-009 (reviewer_decision=accept).
GSK-REJ-002,GSK plc,GSK,Pharmaceuticals & biotechnology,GSK-001,"Vague, unqualified 'AI' reference (p.66)","te in a dynamic risk environment, where rapid evolution of third-party relationships and advancements in technology, particularly in generative and agentic AI, present both significant opportunities and risks. These elements are not viewed as isolated challenges; rather, our principal risks incorporate t",p.66,general_ai_not_genai,REVIEW: confirmed correctly rejected. Generic risk-factor commentary on generative/agentic AI as an emerging third-party/technology risk category -- no concrete GSK task described.,human,2026-07-20,Promoted from staging GSK-REJ-022 (reviewer_decision=accept).
GSK-REJ-003,GSK plc,GSK,Pharmaceuticals & biotechnology,GSK-001,"Vague, unqualified 'AI' reference (p.69)",nal risk environment remains stable. The use of multiple channels and platforms to engage with patients and HCPs has increased as digital health and generative AI tools continue to advance. Complex and dynamic disease areas and treatments mean it is important that patients are engaged throughout the lifecycle,p.69,general_ai_not_genai,REVIEW: confirmed correctly rejected. Generic risk-factor commentary on digital health/generative-AI tools as an external trend -- no concrete GSK task described.,human,2026-07-20,Promoted from staging GSK-REJ-026 (reviewer_decision=accept).
GSK-REJ-004,GSK plc,GSK,Pharmaceuticals & biotechnology,GSK-001,"Vague, unqualified 'AI' reference (p.118)","ost particularly, the pipeline. We heard from an external panel led by the CSO on the opportunities and threats of health data and applications of GenAI for R&D and commercial operations. We then participated in an interactive exhibition with key employees on the adoption of cutting-edge AI tools ac",p.118,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Describes an internal panel/exhibition discussing GenAI opportunities -- an event description, not a deployed use case.",human,2026-07-20,Promoted from staging GSK-REJ-031 (reviewer_decision=accept).
GSK-REJ-005,GSK plc,GSK,Pharmaceuticals & biotechnology,GSK-002,"Vague, unqualified 'AI' reference (p.67)","ngagement → External The external risk environment is stable. We engage externally through multiple channels and platforms, while digital health and generative AI tools advance. The environment continues to be characterised by complex and dynamic disease areas and treatments, requiring patient engagement thro",p.67,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Generic risk-factor commentary (FY2024 Annual Report), same pattern as GSK-REJ-026 -- no concrete task described.",human,2026-07-20,Promoted from staging GSK-REJ-065 (reviewer_decision=accept).
NXT-REJ-001,Next plc,NXT,General retailers,NXT-001,"Vague, unqualified 'AI' reference (p.20)","livering new software faster and for less cost. But there is much more to do. We are setting up the AI infrastructure with the aim of incorporating agentic AI in our end-to-end software development process. So, not just using AI to assist in the various tasks of specification, coding, testing, deployment",p.20,general_ai_not_genai,"REVIEW: confirmed correctly rejected. Broad 'our approach to AI' narrative blending predictive applications (sales forecasting, markdown optimisation) with a brief mention that Technology teams 'are using co-pilot software assistants and deploying large language models to document new specifications' -- this LLM/Copilot mention is one sentence within a much broader general-AI strategy survey, without deployment scale, outcome, or a dedicated task description of its own. Falls short of a discrete operational use case; flagged as a borderline candidate for future review.",human,2026-07-20,Promoted from staging NXT-REJ-007 (reviewer_decision=accept).
NXT-REJ-002,Next plc,NXT,General retailers,NXT-001,"Vague, unqualified 'AI' reference (p.21)","livering new software faster and for less cost. But there is much more to do. We are setting up the AI infrastructure with the aim of incorporating agentic AI in our end-to-end software development process. So, not just using AI to assist in the various tasks of specification, coding, testing, deployment",p.21,general_ai_not_genai,"REVIEW: confirmed correctly rejected -- same passage/theme as NXT-REJ-007 (consolidated duplicate), predominantly describing predictive/forecasting AI applications and general AI strategy, not a discrete generative-AI task.",human,2026-07-20,Promoted from staging NXT-REJ-008 (reviewer_decision=accept).
WTB-REJ-001,Whitbread,WTB,Retail hospitality,WTB-001,"Vague, unqualified 'AI' reference (p.62)","rking group to reduce food waste is driving initiatives that will improve the way we buy, distribute, store and prepare food. We are trialling an AI technology that analyses the food that we put in our bins, providing insight for our teams to look at changes to menu design and portion sizes to",p.62,general_ai_not_genai,"REVIEW: representative example of this rejection category, logged for the audit trail.",human,2026-08-04,Promoted from staging WTB-REJ-001 (reviewer_decision=accept).
BTRW-REJ-001,Barratt Redrow,BTRW,Household goods & home construction,BTRW-002,"Vague, unqualified 'AI' reference (p.124)",s have the potential for a serious injury. This year we have been working with both of our telehandler providers to trial artificial intelligence (AI) technology to highlight to the driver and pedestrian if they are too close to a moving vehicle. The trials have been very successful and since Ja,p.124,general_ai_not_genai,"REVIEW: sole candidate row found for this company; representative example logged for the audit trail. Both approved annual reports were fetched and read directly this session with no generative AI, LLM, foundation-model or copilot language found anywhere -- consistent with a genuine no-disclosure company.",human,2026-08-04,Promoted from staging BTRW-REJ-001 (reviewer_decision=accept).
LSEG-REJ-001,London Stock Exchange Group,LSEG,Financial services,LSEG-003,Website navigation/footer/CMS boilerplate (not_applicable),===== HTML DOCUMENT ===== Source file: LSEG_company_press_release_n-a_2025-10-13.html Title: LSEG and Microsoft transform access to AI-ready financial data in customer workflows | LSEG Skip navigation LSEG Data & Analytics FTSE Russell London Stock Exchange FX Post Trade Ris,not_applicable,webpage_boilerplate_not_evidence,"REVIEW: representative example of this rejection category, logged for the audit trail (exception-focused review; not every rejected row is individually reviewed).",human,2026-08-04,Promoted from staging LSEG-REJ-001 (reviewer_decision=accept).
LSEG-REJ-002,London Stock Exchange Group,LSEG,Financial services,LSEG-001,"Vague, unqualified 'AI' reference (p.53)","he cloud, LSEG aims to strengthen its infrastructure while delivering new services and products to customers. The adoption of advanced cloud-based generative AI capabilities will enable the Risk Intelligence division to provide faster and more accurate risk analysis, helping customers remain agile and resi",p.53,general_ai_not_genai,"REVIEW: representative example of this rejection category, logged for the audit trail (exception-focused review; not every rejected row is individually reviewed).",human,2026-08-04,Promoted from staging LSEG-REJ-023 (reviewer_decision=accept).
LSEG-REJ-003,London Stock Exchange Group,LSEG,Financial services,LSEG-002,Ordinary automation tool/process (p.8),"ages 40–41 for more detail. Process automation, machine learning and artificial intelligence (AI) continue to enable operational efficiencies, with generative AI (Gen AI) creating opportunities for further innovation. What is LSEG’s response? We have been using more primitive forms of AI and machine learning",p.8,ordinary_automation_not_genai,"REVIEW: representative example of this rejection category, logged for the audit trail (exception-focused review; not every rejected row is individually reviewed).",human,2026-08-04,Promoted from staging LSEG-REJ-038 (reviewer_decision=accept).
LSEG-REJ-004,London Stock Exchange Group,LSEG,Financial services,LSEG-005,Audit/risk analytics and machine learning (not_applicable),"with citations and audit trails. As Nej D’Jelal, Group Head of Workspace Platform at LSEG, noted: “Workspace is designed for decisions. By bringing generative AI and trusted LSEG data together, we help teams build pitch materials and research packs with confidence – complete with citations, context, and collab",not_applicable,general_ai_not_genai,"REVIEW: representative example of this rejection category, logged for the audit trail (exception-focused review; not every rejected row is individually reviewed).",human,2026-08-04,Promoted from staging LSEG-REJ-063 (reviewer_decision=accept).
SMIN-REJ-001,Smiths Group,SMIN,General industrials,SMIN-001,Ordinary automation tool/process (p.18),"CFO REVIEW CONTINUE D Capex decreased to £80m (FY2024: £86m) and included planned investment in capacity and automation at John Crane and initiatives under the Acceleration Plan. M&A During the year, we completed the acquisitions of Modular Metal, Wattco and Duc-Pa",p.18,ordinary_automation_not_genai,"REVIEW: representative example of this rejection category, logged for the audit trail.",human,2026-08-04,Promoted from staging SMIN-REJ-001 (reviewer_decision=accept).
BLND-REJ-001,British Land,BLND,Real estate,BLND-001,"Vague, unqualified 'AI' reference (p.8)","used companies through his private equity background, which will be invaluable as we develop exceptional spaces at the intersection of technology, AI and medicine, as exemplified by our Regent’s Place campus, and particularly One Triton Square which has performed so well for us this year. On rel",p.8,general_ai_not_genai,"REVIEW: representative example of this rejection category, logged for the audit trail.",human,2026-08-04,Promoted from staging BLND-REJ-001 (reviewer_decision=accept).
BLND-REJ-002,British Land,BLND,Real estate,BLND-002,"Vague, unqualified 'AI' reference (p.23)","of ERV. Key activity includes: – The completion of lab space at 20 Triton Street and a 20,000 sq ft letting to Synthesia, the UK’s most valuable generative AI media company. They bring the total number of AI occupiers on the campus to 7 – Relation Therapeutics, an end-to-end biotech business developing t",p.23,general_ai_not_genai,"REVIEW: representative example of this rejection category, logged for the audit trail.",human,2026-08-04,Promoted from staging BLND-REJ-021 (reviewer_decision=accept).
