record_id,company,ticker,sector,source_id,document_title,document_category,evidence_origin,publication_date,url,local_filename,page_or_section,evidence_quotation,is_genai,use_case_name,use_case_description,primary_business_function,secondary_business_function,user_group,orientation,deployment_stage,named_tool_or_model,technology_partner,claimed_benefits,benefit_evidence,quantified_metric,risk_or_limitation_discussed,human_review,privacy_control,security_control,accuracy_control,bias_fairness_control,employee_training,responsible_ai_framework,monitoring_audit,restricted_use_control,impact_assessment_control,evidence_strength,confidence,review_status,reviewer_notes,supporting_source_ids,duplicate_of_record_id,coded_by,model_version,coded_date
AUTO-UC-001,Auto Trader Group,AUTO,Media,AUTO-001,Auto Trader Group plc Annual Report 2025,annual_report_current,company_primary,2025-05,https://plc.autotrader.co.uk/media/ujinai40/at-ar25-web.pdf,AUTO_company_annual_report_current_fy2025_2025-05.pdf,p.8,"Co-Driver is an umbrella brand for a range of AI-enabled products... The first three products include Smart Image Management, AI Generated Descriptions and Vehicle Highlights, all of which assist retailers in getting an advert live quickly and accurately.",yes,Co-Driver (AI Generated Descriptions) -- generative-AI vehicle-listing assistant,"Auto Trader's Co-Driver suite of AI-enabled retailer tools, including AI Generated Descriptions (which uses large language models to write vehicle descriptions) and Smart Image Management; the Board's own risk disclosure confirms LLMs are used 'in real-time' with mitigations already in place.",marketing_content,product_service_innovation,customers,customer_facing,live_limited,Co-Driver; AI Generated Descriptions (unnamed LLM),not_applicable (no external technology partner named),time_saving;service_quality,observed_unquantified,not_applicable,yes,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging AUTO-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named product suite with a concrete task and the company's own Board-level confirmation of real-time LLM use with mitigations in place (not merely planned), but no retailer-count or advert-count metric is confirmed within the approved sources this session -- matches 2_moderate.",,,human,,2026-08-05
ITRK-UC-001,Intertek,ITRK,Support services,ITRK-001,"Intertek Annual Report & Accounts 2025 (Strategic Report, Combined)",annual_report_current,company_primary,2026,https://www.intertek.com/siteassets/investors/2026/ara/intertek-annual-report--accounts-2025-combined.pdf,ITRK_company_annual_report_current_fy2025_2026.pdf,p.43,"Intertek People Assurance has partnered with Synthesia, the UK's largest generative AI media company, to deliver consistent, high-quality training content across our global frontline teams. By integrating advanced AI-powered video technology into our products, Intertek's People Assurance clients can scale dynamic, multi-lingual, branded training videos to local teams at speed and with lower production costs.",yes,Synthesia-powered generative-AI training-video product (Intertek People Assurance),"Intertek's People Assurance business line has partnered with Synthesia, a generative-AI video platform, to let its clients create multi-lingual, branded training videos for frontline teams at speed and lower cost.",human_resources,marketing_content,customers,product_embedded,live_limited,Synthesia,Synthesia,cost_reduction;time_saving,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging ITRK-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named generative-AI technology partner (Synthesia) integrated into a live, named product line with a concrete task (multi-lingual training-video generation) and identifiable user group (People Assurance clients), but no usage-scale metric (number of clients/videos) is given -- matches 2_moderate.",,,human,,2026-08-05
CTEC-UC-001,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Convatec Group Plc Annual Report and Accounts 2025,annual_report_current,company_primary,2026,https://www.convatecgroup.com/siteassets/investors/ec1372707_convatec-ar-2025_aw_interactive.pdf,CTEC_company_annual_report_current_fy2025_2026.pdf,p.87,"Deploying enterprise-scale AI solutions such as Microsoft Copilot, SmartCat (a translation and localisation platform) and Synthesia (a video generation platform) and expanding the deployment of AI-powered tools like Talkdesk in customer interaction centres.",yes,Microsoft Copilot and Synthesia -- enterprise-scale generative-AI deployment,"Convatec is deploying enterprise-scale generative-AI solutions including Microsoft Copilot (for general employee productivity) and Synthesia (for AI-generated video content), as part of its digital transformation and AI adoption programme.",other,marketing_content,employees,internal,live_limited,Microsoft Copilot; Synthesia,Microsoft; Synthesia,productivity,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging CTEC-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Two named, live, enterprise-scale generative-AI products, but no specific user-count or task-outcome metric is given (only 'enterprise-scale' qualitatively) -- matches 2_moderate.",,,human,,2026-08-05
ENT-UC-001,Entain,ENT,Travel & leisure,ENT-001,Entain Annual Report 2025,annual_report_current,company_primary,2026-03-20,https://www.entaingroup.com/media/by4fdoyj/entain-annual-report-2025.pdf,ENT_company_annual_report_current_fy2025_2026-03-20.pdf,p.30,"SportingBOT is a generative AI chatbot that serves as a personalised betting assistant... The AI chatbot reached over 65,000 users.",yes,SportingBOT -- generative-AI personalised betting assistant,"Entain's Sportingbet Brazil business launched SportingBOT, a generative-AI chatbot that acts as a personalised betting assistant, integrating live odds pricing, real-time match data and Sportingbet promotions/T&Cs to answer customer questions conversationally; reached over 65,000 users, with plans to expand to Spain and build a dedicated Customer Service version.",customer_service,sales,customers,customer_facing,live_limited,SportingBOT,"not_applicable (Sportsradar named as a real-time data provider, not the GenAI technology partner)",personalisation;service_quality,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging ENT-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, live generative-AI product with a concrete task, quantified real-world user base (65,000+ users) and quantified engagement metrics (6x targeted visits, 40% visitor engagement) -- matches 3_strong despite being framed as an initial single-market rollout within a broader pilot-then-scale strategy.",,,human,,2026-08-05
SDR-UC-001,Schroders,SDR,Financial services,SDR-003,Schroders Capital launches AI analyst for private equity,press_release,company_primary,2024-07,https://www.schroders.com/en-us/us/institutional/media-center/schroders-capital-launches-ai-analyst-for-private-equity/,SDR_company_press_release_n-a_2024-07.html,not_applicable,"Schroders Capital...today unveils its Generative AI Investment Analyst (GAiiA) platform. This innovation is designed to speed up the analysis of large volumes of data, enabling our private equity investment [professionals]... GAiiA already assisted in more than 40 investment cases.",yes,GAiiA -- Generative AI Investment Analyst,"Schroders Capital's proprietary Generative AI Investment Analyst (GAiiA), used by private equity investment professionals to screen large volumes of data and help draft investment summaries; assisted in more than 40 investment cases since launch.",research_development,finance_administration,employees,internal,live_limited,GAiiA (Generative AI Investment Analyst),not_applicable (proprietary/internal platform),time_saving;productivity,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging SDR-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, launched, proprietary generative-AI product with a concrete task, identifiable user group and a quantified usage figure (40+ investment cases) -- matches 3_strong.",,,human,,2026-08-05
SDR-UC-002,Schroders,SDR,Financial services,SDR-003,Schroders Capital launches AI analyst for private equity,press_release,company_primary,2024-07,https://www.schroders.com/en-us/us/institutional/media-center/schroders-capital-launches-ai-analyst-for-private-equity/,SDR_company_press_release_n-a_2024-07.html,not_applicable,"Schroders has made its internal-only AI assistant, Genie, available to all employees globally. Leveraging the latest GPT models, Genie is now used by over 1,000 colleagues across the firm each day.",yes,Genie -- GPT-based internal colleague assistant,"Schroders' internal-only AI assistant, Genie, built on the latest GPT models and available to all employees globally; used by over 1,000 colleagues across the firm each day.",other,unclear,employees,internal,live_scaled,Genie (GPT-based),"not_applicable (proprietary/internal platform, built on third-party GPT models)",productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging SDR-OP-002 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, live, globally-available generative-AI assistant with an explicit large quantified daily-usage figure (1,000+ colleagues/day) -- matches 3_strong.",,,human,,2026-08-05
PSON-UC-001,Pearson plc,PSON,Media,PSON-001,Pearson plc Annual Report and Accounts 2025,annual_report_current,company_primary,2026,https://plc.pearson.com/sites/pearson-corp/files/annual-reports/2025/pearson-annual-report-2025.pdf,PSON_company_annual_report_current_fy2025_2026.pdf,p.16,we are also deploying Claude and Claude Code across engineering and business functions to accelerate development and enhance productivity and quality,yes,Claude and Claude Code -- engineering and business-function deployment,"Pearson is deploying Anthropic's Claude and Claude Code across engineering and business functions to accelerate software development and enhance productivity and quality. Split out from the over-consolidated strategic staging row PSON-STR-004, which bundled this concrete, named-tool deployment with vaguer strategic AI-adoption language and a forward-looking, not-yet-live 'transformative knowledge agent' mention.",software_development_it,unclear,employees,internal,live_limited,Claude; Claude Code,Anthropic,productivity;accuracy,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,high,reviewed_confirmed,"Promoted from staging PSON-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, live generative-AI tools (Claude, Claude Code) deployed across a specific function (engineering) with a stated task (development acceleration) and productivity/quality benefit claimed, but no quantified usage figure or user count given -- matches 2_moderate.",,,human,,2026-08-05
CNA-UC-001,Centrica,CNA,Multiline utilities,CNA-003,Centrica drives a new wave of Power Platform innovation with Managed Environments and Copilot Studio | Microsoft Customer Stories,partner_case_study,technology_partner,unknown,https://www.microsoft.com/en/customers/story/26768-centrica-microsoft-power-platform,CNA_partner_partner_case_study_n-a.html,not_applicable,"The company started by enabling all employees to build simple AI agents directly inside Microsoft 365 Copilot using Agent Builder...One agent, for example, checks email content to ensure compliance with company policies, saving employees hundreds of hours a year.",yes,Microsoft 365 Copilot Agent Builder -- email compliance-checking agent,"Centrica enabled all employees to build simple AI agents inside Microsoft 365 Copilot using Agent Builder; one live agent checks email content for compliance with company policy, saving employees hundreds of hours a year. Split out from the over-consolidated rejected-staging row CNA-REJ-028, which bundled this live agent with two further agents (an Employee Self-Service agent and a career-development-recommendation agent) that the same source explicitly describes as still being customised/in development -- those two are NOT included in this finding.",risk_legal_compliance,unclear,employees,internal,live_scaled,Microsoft 365 Copilot Agent Builder,Microsoft,time_saving,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging CNA-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-wide live deployment ('all employees') of a named generative-AI tool for a specific compliance-checking task, with a quantified qualitative benefit claim ('hundreds of hours a year') but no precise numeric hours or adoption-rate figure, and sourced from an official technology-partner case study rather than a company-primary document -- matches 2_moderate.",,,human,,2026-08-05
KGF-UC-001,Kingfisher plc,KGF,Retailers,KGF-003,Kingfisher launches AI-powered DIY assistant,press_release,company_primary,2023-11,https://www.kingfisher.com/media/news/2023/kingfisher-launches-ai-powered-diy-assistant,KGF_company_press_release_n-a_2023-11.html,not_applicable,"Kingfisher has launched the first AI-powered assistant in the home improvement sector, harnessing the capability of generative AI to support customers with their DIY projects...the virtual assistant answers customers' DIY queries and provides step-by-step advice on a range of home improvement projects, as well as tailored product recommendations...Kingfisher's data team has developed a proprietary AI orchestration framework, named Athena. This will manage prompting and interaction with a range of large language models.",yes,Hello Casto -- generative-AI DIY assistant (built on the Athena framework),"Kingfisher launched Hello Casto, a generative-AI-powered virtual assistant for DIY customers, initially at Castorama France; it answers customer DIY queries and gives step-by-step project advice and tailored product recommendations. It runs on Kingfisher's proprietary Athena orchestration framework, which manages prompting and interaction with a range of large language models. The FY2024-25 Annual Report corroborates continued live status two years on, citing c. 500,000 interactions with Hello Casto since its 2023 launch.",customer_service,product_service_innovation,customers,customer_facing,live_limited,"Hello Casto (built on Athena, Kingfisher's proprietary multi-LLM orchestration framework)","not_applicable (proprietary in-house framework spanning multiple third-party LLMs, none individually named)",personalisation;service_quality,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging KGF-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, live generative-AI product with a concrete task (DIY query answering, project advice, product recommendations), an identifiable user group (customers) and a quantified usage figure corroborated two years post-launch (c. 500,000 interactions) -- matches 3_strong.",,,human,,2026-08-05
RTO-UC-001,Rentokil Initial,RTO,Support services,RTO-001,Rentokil Initial Annual Report 2025,annual_report_current,company_primary,2026-03,https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf,RTO_company_annual_report_current_fy2025_2026-03.pdf,p.12-13,"We launched Google Gemini AI as an integrated tool within email and documents, and as a standalone app to enable further efficiencies. By the end of 2025, all colleagues worldwide had access to Gemini AI, demonstrating a strong commitment to digital transformation...In just six months, colleagues used Gemini AI on over one million occasions to support their work.",yes,Google Gemini AI -- company-wide Workspace productivity assistant,"Rentokil Initial rolled out Google Gemini AI as an integrated generative-AI tool within email and documents (and as a standalone app) across its entire c.63,400-strong global workforce; by the end of 2025 all colleagues worldwide had access, with over one million uses recorded in the first six months.",knowledge_document_work,unclear,employees,internal,live_scaled,Google Gemini AI (Gemini for Google Workspace),Google,productivity;time_saving,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging RTO-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, live generative-AI product rolled out company-wide to the entire global workforce with a large quantified usage figure (1,000,000+ uses in six months) -- matches 3_strong.",,,human,,2026-08-05
HSX-UC-001,Hiscox,HSX,Non-life insurance,HSX-003,Hiscox's generative AI-enhanced lead underwriting model enabled by Google Cloud goes live,press_release,company_primary,2024-08-12,https://www.hiscoxgroup.com/news/press-releases/2024/12-08-24,HSX_company_press_release_n-a_2024-08-12.html,not_applicable,"Hiscox has now gone live with the London insurance market's first lead underwriting model enhanced by generative AI...Risks that are in scope are assessed using Google Cloud's Gemini large language model, and the process generates an email for the broker with pricing and other data already completed, ready for underwriter review. As a result, Hiscox can provide a broker with an insurance quote in a matter of minutes.",yes,Gemini-powered lead underwriting model (sabotage and terrorism line),"Hiscox, combining its proprietary Hiscox AI Laboratories (Hailo) framework with Google Cloud's Gemini large language model, launched the London insurance market's first generative-AI-enhanced lead underwriting model, initially for the sabotage and terrorism line of business (US/Canada renewals, excluding NY/Chicago metro areas). Risks in scope are assessed by the model, which drafts a broker email with pricing and data pre-completed for underwriter review, cutting the submission-to-quote time from three days to three minutes.",risk_legal_compliance,sales,employees,internal,live_limited,Google Cloud Gemini (within Hiscox AI Laboratories / Hailo),Google Cloud,time_saving;productivity,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging HSX-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, live generative-AI product (Gemini LLM) with a concrete task (lead underwriting quote generation), identifiable user group (underwriters/brokers) and a large quantified outcome (3 days -> 3 minutes) -- matches 3_strong.",,,human,,2026-08-05
HSX-UC-002,Hiscox,HSX,Non-life insurance,HSX-004,How AI is 'supercharging' Hiscox employees to do what they're great at,partner_case_study,technology_partner,unknown,https://ukstories.microsoft.com/features/how-ai-is-supercharging-hiscox-employees-to-do-what-theyre-great-at/,HSX_partner_partner_case_study_n-a.html,not_applicable,"Hiscox, the global specialist insurer, is rolling out the generative AI assistant Microsoft 365 Copilot to its 3,000+ employees across 14 countries...Identifying and recording the key information from a new claim now takes him as little as 10 minutes -- a task that previously took up to an hour.",yes,Microsoft 365 Copilot -- claims-handling productivity assistant,"Hiscox rolled out Microsoft 365 Copilot to its 3,000+ employees across 14 countries (up from an initial 300), including in the claims team, where it is used to extract and summarise information from emails, medical evidence and legal advice to support claims handling; a senior technical claims underwriter reported the time to identify and record key claim information falling from up to an hour to as little as 10 minutes.",customer_service,knowledge_document_work,employees,internal,live_scaled,Microsoft 365 Copilot,Microsoft,time_saving;productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,medium,reviewed_confirmed,"Promoted from staging HSX-OP-002 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, live generative-AI product rolled out company-wide (3,000+ employees, 14 countries) with a concrete task (claims handling/document summarisation) and a quantified time-saving outcome (up to an hour -> 10 minutes), corroborated with a named employee -- matches 3_strong for detail, though sourced from an official technology-partner case study rather than a company-primary document.",,,human,,2026-08-05
INVP-UC-001,Investec,INVP,Financial services,INVP-002,Investec yields high productivity returns with Microsoft Copilot for Sales | Microsoft Customer Stories,partner_case_study,technology_partner,unknown,https://www.microsoft.com/en/customers/story/1777785808385732889-investec-microsoft-teams-banking-and-capital-markets-en-united-kingdom,INVP_partner_partner_case_study_n-a.html,not_applicable,Investec seized the opportunity to use the generative AI features of Copilot for Sales to save bankers time...Investec immediately recognized the promise of AI and was the very first customer to go live in production with Microsoft Copilot for Sales...Investec launched Microsoft Copilot for Sales in Outlook and Teams for 900 bankers in the UK...'We're estimating that we're making approximately 200 hours of savings a year across the bank.',yes,Microsoft Copilot for Sales -- banker productivity assistant,"Investec was the first Microsoft customer to go live in production with Copilot for Sales, launching it in Outlook and Teams for 900 UK bankers (rolling out to a further 700 bankers in South Africa). Copilot generates meeting-recap and email-chain summaries saved directly to client records, drafts client emails, and surfaces CRM insights within the flow of work; Investec estimates approximately 200 hours of colleague time saved per year across the bank.",sales,customer_service,employees,internal,live_scaled,Microsoft Copilot for Sales,Microsoft,time_saving;productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,medium,reviewed_confirmed,"Promoted from staging INVP-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, live generative-AI product (first-customer production deployment) rolled out to 900 UK bankers with a further 700-banker rollout underway in South Africa, with a quantified time-saving estimate (~200 hours/year across the bank) -- matches 3_strong.",,,human,,2026-08-06
SPX-UC-001,Spirax Group,SPX,Industrial engineering,SPX-001,Spirax Group plc Annual Report 2025,annual_report_current,company_primary,2026-03,https://content.spiraxgroup.com/-/media/engineering/documents/results-and-agm-notices/2025/ara/spirax-group-plc-annual-report-2025.ashx?rev=4264817ad6cb42e7b009ed3640dc1b22,SPX_company_annual_report_current_fy2025_2026-03.pdf,p.24,"With a focus on enhancing sales engineer productivity, we have also continued to refine and develop our proprietary large language model-based training and solutions tool, MiM...During 2025, MiM was piloted with 200 sales colleagues, with usage freeing up approximately four hours of their time per person, per week...MiM has now been rolled out to over 1,000 sales colleagues as we expand its sector-based content.",yes,MiM -- proprietary large language model for sales-engineer training and productivity,"Spirax Group developed 'MiM', a proprietary large language model built on the Group's technical, sector and application knowledge, to reduce training time for new sales engineers and improve the productivity of experienced ones. Piloted with 200 sales colleagues during 2025 (saving approximately four hours per person per week, redeployed into customer-facing activity), MiM has since been rolled out to over 1,000 sales colleagues as its sector-based content is expanded.",sales,knowledge_document_work,employees,internal,live_scaled,MiM,,time_saving;productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging SPX-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary source names a specific, self-developed large language model tool with a clear task (sales-engineer training/productivity), a measurable outcome (~4 hours/person/week freed up during the 2025 pilot), and evidence of scaling beyond pilot (pilot of 200 -> rolled out to over 1,000 sales colleagues) -- matches 3_strong.",,,human,,2026-08-07
MTLN-UC-001,Metlen Energy & Metals,MTLN,Multiline utilities,MTLN-001,Metlen Energy & Metals Integrated Annual Report 2025,annual_report_current,company_primary,2026,https://www.metlen.com/media/jf0azh1w/metlen_iar25-signed.pdf,MTLN_company_annual_report_current_fy2025_2026.pdf,p.252,...d) a smart GenAI CORTEX digital assistant for B2B customers...Project Avokado CORTEX: creation of an Energy Assistant based on GenAI. The smart energy assistant CORTEX operates on top of the AVOX platform and acts as an assistant for B2B customers in matters of energy management and energy cost (budgeting).,yes,Avokado CORTEX -- GenAI energy-management assistant for B2B customers,"METLEN's technology subsidiary Avokado (METLEN Group is sole shareholder) offers 'Avokado CORTEX', a named GenAI digital assistant operating on top of Avokado's AVOX platform, which assists B2B customers with energy management and energy cost budgeting. Described consistently across both the FY2024 and FY2025 annual reports as part of Avokado's product portfolio, with its creation described as an active project during 2025.",product_service_innovation,customer_service,customers,customer_facing,live_limited,Avokado CORTEX,,none_stated,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging MTLN-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary source names a specific GenAI product (Avokado CORTEX) with a clear task (energy-management/cost-budgeting assistant) and user group (B2B customers), but deployment stage is somewhat ambiguous (listed as an offered product while also described as 'underway' during 2025) and no quantified outcome or customer count is given -- matches 2_moderate.",,,human,,2026-08-07
BGEO-UC-001,Lion Finance Group,BGEO,Banking services,BGEO-001,Lion Finance Group PLC Annual Report 2025,annual_report_current,company_primary,2026-02,https://ramad.bog.ge/s3/BogGroup/49872-Lion-Finance-Group-AR-25.pdf,BGEO_company_annual_report_current_fy2025_2026-02.pdf,p.18; p.33,"We have embedded AI across our operations -- from our GenAI chatbot that resolves 65% of queries without human intervention whilst achieving a 91% customer satisfaction score...We upgraded to a sophisticated Georgian-language Generative AI chatbot, delivering intelligent, personalised interactions.",yes,Georgian-language Generative AI customer-service chatbot,"Bank of Georgia's in-house-developed Generative AI chatbot -- the only such large-scale Georgian-language solution in the market -- resolves 65% of customer queries without human intervention, achieving a 91% customer satisfaction score (2025); the prior-generation chatbot offloaded 25% of Contact Center call volume (2024).",customer_service,unclear,customers,customer_facing,live_scaled,In-house Georgian-language Generative AI chatbot,,service_quality;cost_reduction,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging BGEO-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary source names a specific, self-developed generative-AI chatbot with a clear task (customer query resolution), broad customer-facing deployment, and quantified outcomes (65% autonomous resolution rate, 91% CSAT, 25% Contact Center volume offload) -- matches 3_strong.",,,human,,2026-08-07
BGEO-UC-002,Lion Finance Group,BGEO,Banking services,BGEO-001,Lion Finance Group PLC Annual Report 2025,annual_report_current,company_primary,2026-02,https://ramad.bog.ge/s3/BogGroup/49872-Lion-Finance-Group-AR-25.pdf,BGEO_company_annual_report_current_fy2025_2026-02.pdf,p.33-34,"We enabled non-technical teams to automate tasks and unlock efficiencies through our enterprise AI platform...Employees built 300+ custom AI assistants, freeing up 6,600 hours per month for higher-value work. Weekly adoption rate increased from 10% to 56% in six months (80% in back-office roles). 310,000+ monthly interactions...40% reduction in document analysis time.",yes,Enterprise AI platform -- employee-built custom AI assistants,"An internal 'enterprise AI platform' enabling non-technical Bank of Georgia employees to build custom AI assistants; by 2025, employees had built over 300 custom assistants, freeing up approximately 6,600 hours per month, with weekly adoption rising from 10% to 56% within six months (80% in back-office roles), over 310,000 monthly interactions, and a 40% reduction in document analysis time. Tracked as a formal executive KPI ('GenAI engagement').",knowledge_document_work,other,employees,internal,live_scaled,Enterprise AI platform (unnamed proprietary internal platform),,time_saving;productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging BGEO-OP-002 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary source describes a specific internal generative-AI-assistant-building platform with clear tasks, a defined user group (employees, especially back-office roles), and multiple quantified outcomes (300+ assistants built, ~6,600 hours/month freed, 10%->56% weekly adoption, 310,000+ monthly interactions, 40% reduction in document analysis time), plus formal executive KPI tracking -- matches 3_strong.",,,human,,2026-08-07
SGRO-UC-001,Segro,SGRO,Real estate investment trusts,SGRO-001,SEGRO plc Annual Report and Accounts 2025,annual_report_current,company_primary,2026-02,https://www.segro.com/media/kbshtxbq/segro_annual-report-accounts-2025.pdf,SGRO_company_annual_report_current_fy2025_2026-02.pdf,p.19,"Continuation of our digital transformation programme, including the rollout of Copilot to all employees with a structured training programme; and the introduction of a new facilities management system.",yes,Microsoft Copilot -- company-wide employee rollout,"SEGRO rolled out Microsoft Copilot to all employees as part of its digital transformation programme, supported by a structured training programme. No specific task, business function, or outcome is described for this initiative in the source.",other,unclear,employees,internal,live_scaled,Microsoft Copilot,Microsoft,none_stated,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,high,reviewed_confirmed,"Promoted from staging SGRO-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary source names a specific, live, company-wide generative-AI product rollout (Copilot to all employees, with a structured training programme), but no task, business function, benefit, or outcome is described -- matches 2_moderate (specific use case/deployment stage clear, but detail on scale of use/outcome incomplete).",,,human,,2026-08-07
